system:index,B11,B12,B5,B6,B7,B8,Blue,Green,MSK_CLDPRB,MSK_SNWPRB,Red,SR_B1,SR_B11,SR_B12,SR_B2,SR_B3,SR_B4,SR_B5,SR_B6,SR_B7,SR_B8,SR_B8A,SR_B9,cirrus,cirrus_scl,class,cloud_shadow,dark_pixel,date,hi_prob_cloud,low_prob_cloud,med_prob_cloud,mission,opaque,snow_ice,system:time_start,vol_init,water,.geo
00000000000000000b84,26,28,0.006,0.0033,0.0031,0.0015,0.0298,0.0206,0,0,0.0077,0.0444,0.0026,0.0028,0.0298,0.0206,0.0077,0.006,0.0033,0.0031,0.0015,0.0018,NA,0,0,openWater,0,0,2020-09-28,0,0,0,SEN2,0,0,2020-09-28T00:00:00Z,BJM,1,"{""type"":""Point"",""coordinates"":[-91.11271372483645,47.30180954237487]}"
00000000000000000b85,21,33,0.0057,0.0032,0.0026,0.0017,0.0261,0.0166,0,0,0.0057,0.0325,0.0021,0.0033,0.0261,0.0166,0.0057,0.0057,0.0032,0.0026,0.0017,0.0012,1e-4,0,0,openWater,0,0,2020-09-28,0,0,0,SEN2,0,0,2020-09-28T00:00:00Z,BJM,1,"{""type"":""Point"",""coordinates"":[-91.1027565521841,47.289003004149365]}"
00000000000000000b86,109,119.5,0.01745,0.0142,0.0133,0.0135,0.0358,0.0296,0,0,0.0174,0.0421,0.0109,0.01195,0.0358,0.0296,0.0174,0.01745,0.0142,0.0133,0.0135,0.01275,0.01155,0,0,openWater,0,0,2020-09-28,0,0,0,SEN2,0,0,2020-09-28T00:00:00Z,BJM,1,"{""type"":""Point"",""coordinates"":[-90.20148304726163,46.854985321314324]}"
00000000000000000b87,96,86.5,0.01085,0.0092,0.01085,0.01,0.03065,0.0251,0,0,0.0127,0.0363,0.0096,0.00865,0.03065,0.0251,0.0127,0.01085,0.0092,0.01085,0.01,0.00989999999999999,0.00725,0,0,openWater,0,0,2020-09-28,0,0,0,SEN2,0,0,2020-09-28T00:00:00Z,BJM,1,"{""type"":""Point"",""coordinates"":[-90.18225986262023,46.855689859280766]}"
00000000000000000b88,21,30,0.0015,5e-4,1e-4,0.0014,0.0121,0.0077,0,0,0.0018,0.0156,0.0021,0.003,0.0121,0.0077,0.0018,0.0015,5e-4,1e-4,0.0014,1e-4,1e-4,0,0,openWater,0,0,2020-09-28,0,0,0,SEN2,0,0,2020-09-28T00:00:00Z,BJM,1,"{""type"":""Point"",""coordinates"":[-90.15410509856876,46.8286855433011]}"
00000000000000000b89,62.5,75,0.0113,0.00895,0.00805,0.00785,0.0288,0.0223,0,0,0.0123,0.032,0.00625,0.0075,0.0288,0.0223,0.0123,0.0113,0.00895,0.00805,0.00785,0.00765,0.00285,0,0,openWater,0,0,2020-09-28,0,0,0,SEN2,0,0,2020-09-28T00:00:00Z,BJM,1,"{""type"":""Point"",""coordinates"":[-90.10535374675145,46.845358122139935]}"
00000000000000000b8a,31,35,0.0029,0.0019,7e-4,2e-4,0.0138,0.0084,0,0,0.0025,0.0191,0.0031,0.0035,0.0138,0.0084,0.0025,0.0029,0.0019,7e-4,2e-4,0.0012,NA,0,0,openWater,0,0,2020-09-28,0,0,0,SEN2,1,0,2020-09-28T00:00:00Z,BJM,1,"{""type"":""Point"",""coordinates"":[-90.43974619385041,46.6932002168932]}"
00000000000000000b8c,1,15,0.0011,1e-4,1e-4,3.0000000000000003e-4,0.0196,0.0123,0,0,0.0015,0.0248,1e-4,0.0015,0.0196,0.0123,0.0015,0.0011,1e-4,1e-4,3.0000000000000003e-4,1e-4,NA,0,0,openWater,0,0,2020-09-28,0,0,0,SEN2,0,0,2020-09-28T00:00:00Z,BJM,1,"{""type"":""Point"",""coordinates"":[-90.8438745223242,47.21058971212453]}"
00000000000000000b98,16,19,0.0016,5e-4,1e-4,2e-4,0.0204,0.0149,0,0,0.0022,0.024,0.0016,0.0019,0.0204,0.0149,0.0022,0.0016,5e-4,1e-4,2e-4,1e-4,1e-4,0,0,openWater,0,0,2020-09-28,0,0,0,SEN2,0,0,2020-09-28T00:00:00Z,BJM,1,"{""type"":""Point"",""coordinates"":[-90.21815562610047,47.04425186552783]}"
00000000000000000b9f,42,58,0.004,0.0026,0.001,0.0019,0.0191,0.0143,0,0,0.004,0.0227,0.0042,0.0058,0.0191,0.0143,0.004,0.004,0.0026,0.001,0.0019,0.0014,1e-4,0,0,openWater,0,0,2020-09-28,0,0,0,SEN2,0,0,2020-09-28T00:00:00Z,BJM,1,"{""type"":""Point"",""coordinates"":[-90.1552421693374,46.9599748556177]}"
00000000000000000ba0,29,39,0.0028,0.0018,1e-4,0.0012,0.0192,0.0147,0,0,0.0029,0.0201,0.0029,0.0039,0.0192,0.0147,0.0029,0.0028,0.0018,1e-4,0.0012,6.000000000000001e-4,1e-4,0,0,openWater,0,0,2020-09-28,0,0,0,SEN2,0,0,2020-09-28T00:00:00Z,BJM,1,"{""type"":""Point"",""coordinates"":[-90.13807908938269,46.944510693164354]}"
00000000000000000ba1,973,900,0.063,0.0645,0.067,0.07730000000000001,0.0571,0.06860000000000001,0,0,0.0578,0.043,0.0973,0.09000000000000001,0.0571,0.06860000000000001,0.0578,0.063,0.0645,0.067,0.07730000000000001,0.0702,0.0766,0,1,lightNearShoreSediment,0,0,2020-09-28,0,0,0,SEN2,1,0,2020-09-28T00:00:00Z,BJM,0,"{""type"":""Point"",""coordinates"":[-90.67418789083638,46.65538258085892]}"
00000000000000000ba2,2735,1984,0.3789,0.3751,0.373,0.3902,0.3706,0.3734,100,0,0.3697,0.3737,0.2735,0.1984,0.3706,0.3734,0.3697,0.3789,0.3751,0.373,0.3902,0.3712,0.3583,0,0,cloud,0,0,2020-09-28,1,0,0,SEN2,1,0,2020-09-28T00:00:00Z,BJM,0,"{""type"":""Point"",""coordinates"":[-92.01159715159429,46.77870793869408]}"
00000000000000000ba3,5684,4230,0.733,0.7136,0.7041000000000001,0.7338,0.6983,0.7017,100,0,0.7101000000000001,0.7047,0.5684,0.423,0.6983,0.7017,0.7101000000000001,0.733,0.7136,0.7041000000000001,0.7338,0.6964,0.7994,0,0,cloud,0,0,2020-09-28,1,0,0,SEN2,1,0,2020-09-28T00:00:00Z,BJM,0,"{""type"":""Point"",""coordinates"":[-91.87564361957578,46.73636877419161]}"
00000000000000000ba4,5444,4929,0.6878000000000001,0.677,0.6661,0.7024,0.6734,0.6671,100,0,0.6637000000000001,0.7001000000000001,0.5444,0.4929,0.6734,0.6671,0.6637000000000001,0.6878000000000001,0.677,0.6661,0.7024,0.6584,0.9589,0,0,cloud,0,0,2020-09-28,1,0,0,SEN2,1,0,2020-09-28T00:00:00Z,BJM,0,"{""type"":""Point"",""coordinates"":[-91.77470294902892,46.74013225548072]}"
00000000000000000ba5,4345,3719,0.5095000000000001,0.4971,0.4972,0.5213,0.4996,0.4873,100,0,0.4912,0.4991,0.4345,0.3719,0.4996,0.4873,0.4912,0.5095000000000001,0.4971,0.4972,0.5213,0.5005000000000001,0.6228,0,0,cloud,0,0,2020-09-28,1,0,0,SEN2,1,0,2020-09-28T00:00:00Z,BJM,0,"{""type"":""Point"",""coordinates"":[-91.8516090648977,46.79140299939325]}"
00000000000000000ba6,3796,2820,0.5429,0.5175000000000001,0.5083,0.5859,0.5764,0.5505,100,0,0.5361,0.4996,0.3796,0.28200000000000003,0.5764,0.5505,0.5361,0.5429,0.5175000000000001,0.5083,0.5859,0.4940000000000001,0.5553,0,0,cloud,0,0,2020-09-28,1,0,0,SEN2,1,0,2020-09-28T00:00:00Z,BJM,0,"{""type"":""Point"",""coordinates"":[-91.75616646594975,46.823361376643284]}"
00000000000000000ba7,5221.5,4667,0.6389,0.6135,0.6037000000000001,0.6334000000000001,0.64165,0.6257,100,0,0.6157,0.6557999999999999,0.5221500000000001,0.4667,0.64165,0.6257,0.6157,0.6389,0.6135,0.6037000000000001,0.6334000000000001,0.5931500000000001,0.8472500000000001,0,0,cloud,0,0,2020-09-28,1,0,0,SEN2,1,0,2020-09-28T00:00:00Z,BJM,0,"{""type"":""Point"",""coordinates"":[-91.780883263089,46.8712610401594]}"
00000000000000000ba8,5003,4554,0.6774500000000001,0.64875,0.6429,0.6647000000000001,0.7210000000000001,0.6818500000000001,100,0,0.65725,0.7766000000000001,0.49990000000000007,0.45555,0.7158500000000001,0.677825,0.6535,0.676725,0.64885,0.6429250000000001,0.6636500000000001,0.649175,0.968525,0,0,cloud,0,0,2020-09-28,1,0,0,SEN2,1,0,2020-09-28T00:00:00Z,BJM,0,"{""type"":""Point"",""coordinates"":[-91.67170663289643,46.872670116092294]}"
00000000000000000ba9,4404.5,4043.5,0.7277,0.70065,0.6898500000000001,0.7244,0.7293000000000001,0.7182000000000001,100,0,0.70835,0.7484500000000001,0.44225,0.41445,0.72885,0.71765,0.7084,0.72885,0.70835,0.69045,0.72065,0.6814,0.89785,0,0,cloud,0,0,2020-09-28,1,0,0,SEN2,1,0,2020-09-28T00:00:00Z,BJM,0,"{""type"":""Point"",""coordinates"":[-91.65591695606618,46.79516202158129]}"
00000000000000000baa,5230,4489,0.8684000000000001,0.8380000000000001,0.8231,0.8664000000000001,0.8728,0.8496,100,0,0.8432000000000001,0.8837,0.523,0.4489,0.8728,0.8496,0.8432000000000001,0.8684000000000001,0.8380000000000001,0.8231,0.8664000000000001,0.8047000000000001,1.0598,0,0,cloud,0,0,2020-09-28,1,0,0,SEN2,1,0,2020-09-28T00:00:00Z,BJM,0,"{""type"":""Point"",""coordinates"":[-91.71290426752921,46.762244937604756]}"
00000000000000000bab,3617,2860,0.4842,0.4784000000000001,0.4805,0.476,0.4589,0.4588,100,0,0.467,0.4693,0.3617,0.28600000000000003,0.4589,0.4588,0.467,0.4842,0.4784000000000001,0.4805,0.476,0.4775,0.4922,0,0,cloud,0,0,2020-09-28,1,0,0,SEN2,1,0,2020-09-28T00:00:00Z,BJM,0,"{""type"":""Point"",""coordinates"":[-91.89211999796827,46.84121115816023]}"
00000000000000000bac,3574,2784,0.6373,0.6197,0.6173000000000001,0.6222,0.6427,0.6307,100,0,0.6211,0.6662,0.3482,0.2431,0.6523,0.6324000000000001,0.6252,0.6389,0.6193000000000001,0.6086,0.6264000000000001,0.6038,0.5811000000000001,0,0,cloud,0,0,2020-09-28,1,0,0,SEN2,1,0,2020-09-28T00:00:00Z,BJM,0,"{""type"":""Point"",""coordinates"":[-91.92508167295533,46.70718395779681]}"
00000000000000000bad,4703,4094,0.6555500000000001,0.63055,0.61345,0.6698500000000001,0.7179,0.67745,100,0,0.65035,0.721025,0.4699,0.40955,0.7128500000000001,0.673625,0.6465750000000001,0.6550750000000001,0.6309250000000001,0.6137750000000001,0.668725,0.6082500000000001,0.8240250000000001,0,0,cloud,0,0,2020-09-28,1,0,0,SEN2,1,0,2020-09-28T00:00:00Z,BJM,0,"{""type"":""Point"",""coordinates"":[-91.68132045476766,46.935213467467925]}"
00000000000000000bae,5545,4672.5,0.80585,0.7591,0.7361,0.79245,0.8975000000000001,0.82915,100,0,0.77965,0.95955,0.5545,0.46725000000000005,0.8975000000000001,0.82915,0.77965,0.80585,0.7591,0.7361,0.79245,0.71435,1.44345,0,0,cloud,0,0,2020-09-28,1,0,0,SEN2,1,0,2020-09-28T00:00:00Z,BJM,0,"{""type"":""Point"",""coordinates"":[-91.60441433889888,47.01298910804213]}"
00000000000000000baf,4902,3861,0.7776000000000001,0.7355,0.6973,0.8155,0.9518,0.8386,100,0,0.7646000000000001,0.9475,0.4902,0.3861,0.9518,0.8386,0.7646000000000001,0.7776000000000001,0.7355,0.6973,0.8155,0.6667000000000001,1.3181,0,0,cloud,0,0,2020-09-28,1,0,0,SEN2,1,0,2020-09-28T00:00:00Z,BJM,0,"{""type"":""Point"",""coordinates"":[-91.51174530080617,47.065356790813794]}"
00000000000000000bb0,3960,2797,0.8651000000000001,0.8253,0.7997000000000001,0.8074,0.9672,0.8924000000000001,100,0,0.8452000000000001,1.0661,0.396,0.2797,0.9672,0.8924000000000001,0.8452000000000001,0.8651000000000001,0.8253,0.7997000000000001,0.8074,0.7813,0.9753,0,0,cloud,0,0,2020-09-28,1,0,0,SEN2,1,0,2020-09-28T00:00:00Z,BJM,0,"{""type"":""Point"",""coordinates"":[-91.38677453468229,47.112106006258124]}"
00000000000000000bb1,6379,5727,0.8775000000000001,0.8287,0.8002,0.8310000000000001,0.9444,0.8742000000000001,100,0,0.8356,1.0433,0.6379,0.5727,0.9444,0.8742000000000001,0.8356,0.8775000000000001,0.8287,0.8002,0.8310000000000001,0.767,1.6284,0,0,cloud,0,0,2020-09-28,1,0,0,SEN2,1,0,2020-09-28T00:00:00Z,BJM,0,"{""type"":""Point"",""coordinates"":[-91.51037189768171,46.95111016272346]}"
00000000000000000bb2,5352.5,4116,0.7717499999999999,0.7403500000000001,0.7232000000000001,0.7401500000000001,0.8219000000000001,0.77375,100,0,0.7504500000000001,0.88645,0.53525,0.4116,0.8219000000000001,0.77375,0.7504500000000001,0.7717499999999999,0.7403500000000001,0.7232000000000001,0.7401500000000001,0.7181000000000001,0.9484,0,0,cloud,0,0,2020-09-28,1,0,0,SEN2,1,0,2020-09-28T00:00:00Z,BJM,0,"{""type"":""Point"",""coordinates"":[-91.3194866997858,46.91360020466186]}"
00000000000000000bb3,4779,3903,0.5774,0.5563,0.5455,0.5646,0.5767,0.5607,100,0,0.5622,0.5810000000000001,0.4779000000000001,0.3903,0.5767,0.5607,0.5622,0.5774,0.5563,0.5455,0.5646,0.5369,0.6549,0,0,cloud,0,0,2020-09-28,1,0,0,SEN2,1,0,2020-09-28T00:00:00Z,BJM,0,"{""type"":""Point"",""coordinates"":[-91.36205773754304,46.846954480317066]}"
00000000000000000bb4,4633,4474,0.5204,0.4986,0.4866,0.5016,0.5315000000000001,0.5045000000000001,100,0,0.49255,0.5532,0.4633000000000001,0.4474,0.5315000000000001,0.5045000000000001,0.49255,0.5204,0.4986,0.4866,0.5016,0.4784000000000001,0.91805,0,0,cloud,0,0,2020-09-28,1,0,0,SEN2,1,0,2020-09-28T00:00:00Z,BJM,0,"{""type"":""Point"",""coordinates"":[-91.51723891330401,46.88169533662447]}"
00000000000000000bb5,4244,4146,0.4378,0.4395,0.4447,0.4173,0.3864,0.4032,100,0,0.415,0.4758,0.4244,0.4146,0.3864,0.4032,0.415,0.4378,0.4395,0.4447,0.4173,0.4574,0.6763,0,0,cloud,0,0,2020-09-28,1,0,0,SEN2,1,0,2020-09-28T00:00:00Z,BJM,0,"{""type"":""Point"",""coordinates"":[-91.53371975079754,46.77834229240769]}"
00000000000000000bb6,3951,3814,0.515,0.4943,0.4873,0.4848,0.5605,0.5237,100,0,0.4946,0.6393,0.3951,0.3814,0.5605,0.5237,0.4946,0.515,0.4943,0.4873,0.4848,0.4812,0.8137000000000001,0,0,cloud,0,0,2020-09-28,1,0,0,SEN2,1,0,2020-09-28T00:00:00Z,BJM,0,"{""type"":""Point"",""coordinates"":[-91.38540113155783,47.04290075790864]}"
00000000000000000bb7,2552,2359,0.4863,0.4568,0.4415,0.4696,0.5601,0.5087,100,0,0.4741,0.5967,0.25520000000000004,0.2359,0.5601,0.5087,0.4741,0.4863,0.4568,0.4415,0.4696,0.4359,0.6489,0,0,cloud,0,0,2020-09-28,1,0,0,SEN2,1,0,2020-09-28T00:00:00Z,BJM,0,"{""type"":""Point"",""coordinates"":[-91.20687656178208,47.02043580680138]}"
00000000000000000bb8,4252.5,3454,0.5769,0.5452,0.5345500000000001,0.5790500000000001,0.63615,0.5886500000000001,100,0,0.562,0.674,0.42525,0.34540000000000004,0.63615,0.5886500000000001,0.562,0.5769,0.5452,0.5345500000000001,0.5790500000000001,0.52355,0.71275,0,0,cloud,0,0,2020-09-28,1,0,0,SEN2,1,0,2020-09-28T00:00:00Z,BJM,0,"{""type"":""Point"",""coordinates"":[-91.15743850840252,46.90984564157487]}"
00000000000000000bb9,1916,1837,0.1951,0.1857,0.1796,0.2045,0.2442,0.2094,34,0,0.1901,0.2672,0.1916,0.1837,0.2442,0.2094,0.1901,0.1951,0.1857,0.1796,0.2045,0.1845,0.279,0,0,cloud,0,0,2020-09-28,0,0,1,SEN2,1,0,2020-09-28T00:00:00Z,BJM,0,"{""type"":""Point"",""coordinates"":[-91.0269741297808,47.24203529275343]}"
00000000000000000bba,3262,3016,0.3799,0.35700000000000004,0.34900000000000003,0.3666,0.4182,0.3859,100,0,0.3659,0.4262,0.3262,0.30160000000000003,0.4182,0.3859,0.3659,0.3799,0.35700000000000004,0.34900000000000003,0.3666,0.3423,0.5105000000000001,0,0,cloud,0,0,2020-09-28,1,0,0,SEN2,1,0,2020-09-28T00:00:00Z,BJM,0,"{""type"":""Point"",""coordinates"":[-91.04620177352325,47.29236070724261]}"
00000000000000000bbb,3512,3195,0.4344,0.4181,0.4088,0.3999,0.4334,0.4215,100,0,0.4168,0.497,0.3512,0.3195,0.4334,0.4215,0.4168,0.4344,0.4181,0.4088,0.3999,0.414,0.6115,0,0,cloud,0,0,2020-09-28,1,0,0,SEN2,1,0,2020-09-28T00:00:00Z,BJM,0,"{""type"":""Point"",""coordinates"":[-91.25494121203717,47.223387332147915]}"
00000000000000000bbc,5538,4281,0.7851,0.7554000000000001,0.7381000000000001,0.7411,0.8128000000000001,0.7709,100,0,0.7555000000000001,0.888,0.5538000000000001,0.4281,0.8128000000000001,0.7709,0.7555000000000001,0.7851,0.7554000000000001,0.7381000000000001,0.7411,0.7288,0.9147,0,0,cloud,0,0,2020-09-28,1,0,0,SEN2,1,0,2020-09-28T00:00:00Z,BJM,0,"{""type"":""Point"",""coordinates"":[-91.15057149278022,47.29236070724261]}"
00000000000000000bbd,3141,3065,0.3528,0.33640000000000003,0.3292,0.3346,0.3651,0.34500000000000003,100,0,0.334,0.3858,0.3141,0.3065,0.3651,0.34500000000000003,0.334,0.3528,0.33640000000000003,0.3292,0.3346,0.3259,0.5165000000000001,0,0,cloud,0,0,2020-09-28,1,0,0,SEN2,1,0,2020-09-28T00:00:00Z,BJM,0,"{""type"":""Point"",""coordinates"":[-91.07229197378697,47.0954601820256]}"
00000000000000000bbe,5837.5,4281,1.0036,0.9681,0.93955,0.9895,1.0396,0.9942,100,0,0.9755,1.04315,0.58375,0.4281,1.0396,0.9942,0.9755,1.0036,0.9681,0.93955,0.9895,0.9245,1.2307,0,0,cloud,0,0,2020-09-28,1,0,0,SEN2,1,0,2020-09-28T00:00:00Z,BJM,0,"{""type"":""Point"",""coordinates"":[-90.26138661081363,46.662704424788686]}"
00000000000000000bbf,4959,3909,0.6747000000000001,0.6522,0.6459,0.6453,0.671,0.6547000000000001,100,0,0.6478,0.7232000000000001,0.4959,0.3909,0.671,0.6547000000000001,0.6478,0.6747000000000001,0.6522,0.6459,0.6453,0.6328,0.8886000000000001,0,0,cloud,0,0,2020-09-28,1,0,0,SEN2,1,0,2020-09-28T00:00:00Z,BJM,0,"{""type"":""Point"",""coordinates"":[-90.1913519696682,46.65610495522959]}"
00000000000000000bc0,5996.5,4846,0.8146500000000001,0.7787,0.7706000000000001,0.7963,0.82355,0.8023500000000001,100,0,0.7931,0.8651500000000001,0.59965,0.4846,0.82355,0.8023500000000001,0.7931,0.8146500000000001,0.7787,0.7706000000000001,0.7963,0.75975,1.0144000000000002,0,0,cloud,0,0,2020-09-28,1,0,0,SEN2,1,0,2020-09-28T00:00:00Z,BJM,0,"{""type"":""Point"",""coordinates"":[-90.35340016105148,46.71027857392791]}"
00000000000000000bc1,3689,3105.5,0.49540000000000006,0.48075,0.4776,0.49735,0.5125500000000001,0.4939,100,0,0.4859,0.5186000000000001,0.3689,0.31055,0.5125500000000001,0.4939,0.4859,0.49540000000000006,0.48075,0.4776,0.49735,0.47245,0.5449999999999999,0,0,cloud,0,0,2020-09-28,1,0,0,SEN2,1,0,2020-09-28T00:00:00Z,BJM,0,"{""type"":""Point"",""coordinates"":[-90.27924085143164,46.63630654655228]}"
00000000000000000bc2,4119,4166,0.5628000000000001,0.5406000000000001,0.5371,0.548,0.5382,0.5393,100,0,0.5468000000000001,0.5515,0.4119,0.4166,0.5382,0.5393,0.5468000000000001,0.5628000000000001,0.5406000000000001,0.5371,0.548,0.5315,0.649,0,0,cloud,0,0,2020-09-28,1,0,0,SEN2,1,0,2020-09-28T00:00:00Z,BJM,0,"{""type"":""Point"",""coordinates"":[-90.47905316963653,46.755458185801416]}"
00000000000000000bc3,3949,3401,0.4754,0.4608,0.463,0.4487,0.4409,0.4381,100,0,0.4503,0.4699,0.3949,0.3401,0.4409,0.4381,0.4503,0.4754,0.4608,0.463,0.4487,0.4603,0.6446000000000001,0,0,cloud,0,0,2020-09-28,1,0,0,SEN2,1,0,2020-09-28T00:00:00Z,BJM,0,"{""type"":""Point"",""coordinates"":[-90.44952946156167,46.80577022298744]}"
00000000000000000bc4,4557.5,3883.5,0.5643,0.5369,0.5265500000000001,0.53615,0.5648500000000001,0.5552,100,0,0.54565,0.5774750000000001,0.45595,0.38885,0.556625,0.550025,0.5424500000000001,0.5614,0.534425,0.524375,0.5345,0.51635,0.8179500000000001,0,0,cloud,0,0,2020-09-28,1,0,0,SEN2,1,0,2020-09-28T00:00:00Z,BJM,0,"{""type"":""Point"",""coordinates"":[-90.3451597423047,46.84194690983405]}"
00000000000000000bc5,4054,2901,0.63065,0.5891,0.57025,0.6559,0.71845,0.66425,100,0,0.61795,0.7186000000000001,0.4054,0.2901,0.71845,0.66425,0.61795,0.63065,0.5891,0.57025,0.6559,0.552,0.95105,0,0,cloud,0,0,2020-09-28,1,0,0,SEN2,1,0,2020-09-28T00:00:00Z,BJM,0,"{""type"":""Point"",""coordinates"":[-90.46189008968182,46.84382419137755]}"
00000000000000000bc6,4698,4026.5,0.5786,0.54845,0.5204,0.6003499999999999,0.5903499999999999,0.5796,100,0,0.5713,0.47975,0.4698,0.40265,0.5903499999999999,0.5796,0.5713,0.5786,0.54845,0.5204,0.6003499999999999,0.50305,0.6782000000000001,0,0,cloud,0,0,2020-09-28,1,0,0,SEN2,1,0,2020-09-28T00:00:00Z,BJM,0,"{""type"":""Point"",""coordinates"":[-90.26138661081363,46.803420276732275]}"
00000000000000000bc7,3319,3016.5,0.3516,0.3498,0.34175,0.41065,0.38535,0.36725,100,0,0.34155,0.31955,0.33190000000000003,0.30165000000000003,0.38535,0.36725,0.34155,0.3516,0.3498,0.34175,0.41065,0.34075,0.51095,0,0,cloud,0,0,2020-09-28,1,0,0,SEN2,1,0,2020-09-28T00:00:00Z,BJM,0,"{""type"":""Point"",""coordinates"":[-90.6640701905461,46.85295197123395]}"
00000000000000000bc8,4404,3879,0.5005000000000001,0.4981,0.4969,0.5017,0.4477,0.4642,100,0,0.4714,0.466,0.4404,0.3879,0.4477,0.4642,0.4714,0.5005000000000001,0.4981,0.4969,0.5017,0.5016,0.6741,0,0,cloud,0,0,2020-09-28,1,0,0,SEN2,1,0,2020-09-28T00:00:00Z,BJM,0,"{""type"":""Point"",""coordinates"":[-90.63660212805688,46.811611645367456]}"
00000000000000000bc9,2338,2071,0.2169,0.1995,0.205,0.2461,0.2083,0.2193,86,0,0.2201,0.16490000000000002,0.2338,0.2071,0.2083,0.2193,0.2201,0.2169,0.1995,0.205,0.2461,0.2029,0.2422,0,0,cloud,0,0,2020-09-28,1,0,0,SEN2,1,0,2020-09-28T00:00:00Z,BJM,0,"{""type"":""Point"",""coordinates"":[-90.63660212805688,46.73636877419161]}"
00000000000000000bca,3084,3034,0.2802,0.2846,0.2904,0.2585,0.2109,0.2395,100,0,0.2639,0.2546,0.3084,0.3034,0.2109,0.2395,0.2639,0.2802,0.2846,0.2904,0.2585,0.3043,0.34990000000000004,0,0,cloud,0,0,2020-09-28,1,0,0,SEN2,1,0,2020-09-28T00:00:00Z,BJM,0,"{""type"":""Point"",""coordinates"":[-90.6551430702371,46.73778230922555]}"
00000000000000000bcb,5255,4049,0.7322000000000001,0.7190000000000001,0.7120000000000001,0.73,0.7205,0.7107,100,0,0.7105,0.7821,0.5255000000000001,0.4049,0.7205,0.7107,0.7105,0.7322000000000001,0.7190000000000001,0.7120000000000001,0.73,0.7087,0.9058,0,0,cloud,0,0,2020-09-28,1,0,0,SEN2,1,0,2020-09-28T00:00:00Z,BJM,0,"{""type"":""Point"",""coordinates"":[-90.91293707943997,46.60365700863896]}"
00000000000000000bcc,3802,3365,0.4743,0.4643000000000001,0.4602,0.4843,0.4659,0.4637,100,0,0.4609,0.4732,0.3802,0.3365,0.4659,0.4637,0.4609,0.4743,0.4643000000000001,0.4602,0.4843,0.4621,0.5875,0,0,cloud,0,0,2020-09-28,1,0,0,SEN2,1,0,2020-09-28T00:00:00Z,BJM,0,"{""type"":""Point"",""coordinates"":[-90.89508729792303,46.62252346519608]}"
00000000000000000bcd,3819,3599,0.6498,0.6395000000000001,0.6388,0.6404000000000001,0.6328,0.6287,100,0,0.6212,0.668,0.3819,0.3599,0.6328,0.6287,0.6212,0.6498,0.6395000000000001,0.6388,0.6404000000000001,0.6362,0.7942,0,0,cloud,0,0,2020-09-28,1,0,0,SEN2,1,0,2020-09-28T00:00:00Z,BJM,0,"{""type"":""Point"",""coordinates"":[-90.89714740260972,46.64798047311021]}"
00000000000000000bce,3608,3252,0.6339,0.6142000000000001,0.6033000000000001,0.639,0.6473,0.6332,100,0,0.6188,0.6162000000000001,0.3608,0.3252,0.6473,0.6332,0.6188,0.6339,0.6142000000000001,0.6033000000000001,0.639,0.6021000000000001,0.7294,0,0,cloud,0,0,2020-09-28,1,0,0,SEN2,1,0,2020-09-28T00:00:00Z,BJM,0,"{""type"":""Point"",""coordinates"":[-90.82298809298986,46.63808126877156]}"
00000000000000000bcf,3546,3038,0.4278,0.4223,0.4177,0.4306,0.4021,0.41,100,0,0.4127,0.4458,0.3546,0.3038,0.4021,0.41,0.4127,0.4278,0.4223,0.4177,0.4306,0.4227,0.5942000000000001,0,0,cloud,0,0,2020-09-28,1,0,0,SEN2,1,0,2020-09-28T00:00:00Z,BJM,0,"{""type"":""Point"",""coordinates"":[-90.83122851173663,46.67013328714372]}"
00000000000000000bd0,4996,4284,0.6076,0.5979,0.5935,0.6274000000000001,0.6024,0.5927,100,0,0.5882000000000001,0.5741,0.4996,0.4284,0.6024,0.5927,0.5882000000000001,0.6076,0.5979,0.5935,0.6274000000000001,0.596,0.6685,0,0,cloud,0,0,2020-09-28,1,0,0,SEN2,1,0,2020-09-28T00:00:00Z,BJM,0,"{""type"":""Point"",""coordinates"":[-90.84496254298125,46.72570260447176]}"
00000000000000000bd1,4735,4067,0.5585,0.5587,0.5503,0.5840000000000001,0.5276000000000001,0.5369,100,0,0.5393,0.4929,0.4735,0.4067,0.5276000000000001,0.5369,0.5393,0.5585,0.5587,0.5503,0.5840000000000001,0.5527000000000001,0.6143000000000001,0,0,cloud,0,0,2020-09-28,1,0,0,SEN2,1,0,2020-09-28T00:00:00Z,BJM,0,"{""type"":""Point"",""coordinates"":[-90.85251626016579,46.718171182792496]}"
00000000000000000bd2,3484,3448,0.3302,0.3256,0.3255,0.35400000000000004,0.2822,0.30460000000000004,100,0,0.3145,0.2592,0.34840000000000004,0.3448,0.2822,0.30460000000000004,0.3145,0.3302,0.3256,0.3255,0.35400000000000004,0.3316,0.4476,0,0,cloud,0,0,2020-09-28,1,0,0,SEN2,1,0,2020-09-28T00:00:00Z,BJM,0,"{""type"":""Point"",""coordinates"":[-90.8126875695564,46.77322324439834]}"
00000000000000000bd3,3816,3502,0.4185,0.442,0.4478,0.4506,0.3539,0.38,100,0,0.3875,0.3567,0.3816,0.3502,0.3539,0.38,0.3875,0.4185,0.442,0.4478,0.4506,0.4602,0.5533,0,0,cloud,0,0,2020-09-28,1,0,0,SEN2,1,0,2020-09-28T00:00:00Z,BJM,0,"{""type"":""Point"",""coordinates"":[-90.78179045835708,46.83385364142205]}"
